25 5 2.0

0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000

0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000

0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000

0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000

0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000
0.000   0.000   0.000   0.000   0.000

